품명,가격,카테고리,생산지,품종,당도,산도,바디,타닌
"실버 라이닝, 피노 누아","32,000원",레드,미국,피노 누아 (Pinot Noir) ,1,3,3,2
"크리머리, 샤도네이","60,000원",화이트,미국,샤르도네 (Chardonnay) ,1,3,3,1
"세이 솔로, 프렐루디오","132,000원",레드,스페인,템프라니요 (Tempranillo) ,1,3,3,3
"세이 솔로, 세이 솔로","264,000원",레드,스페인,템프라니요 (Tempranillo) ,1,3,3,3
"투썩 점퍼, '와일드 보어' 메를로","38,000원",레드,프랑스,메를로 (Merlot) ,1,3,3,3
"마이클 몬다비 패밀리, 엠블럼 로저스 크릭 샤도네이","160,000원",화이트,미국,샤르도네 (Chardonnay) ,1,3,2,1
"핀카 바카라, 크레이지 그레이프","40,000원",레드,스페인,모나스트렐 (Monastrell) ,1,3,3,3
"핀카 바카라, 타바","70,000원",레드,스페인,모나스트렐 (Monastrell) ,1,3,3,3
"텍스트북, 나파 소비뇽 블랑","98,000원",화이트,미국,소비뇽 블랑 (Sauvignon Blanc) ,1,4,1,1
"스펠바운드, 피노 누아","58,000원",레드,미국,피노 누아 (Pinot Noir) ,1,2,2,2
"소호, '페기' 소비뇽 블랑","54,000원",화이트,뉴질랜드,소비뇽 블랑 (Sauvignon Blanc) ,1,3,1,1
"투썩 점퍼, '사슴' 리슬링","38,000원",화이트,독일,리슬링 (Riesling) ,1,3,2,1
"샴페인 쟈끄송, 디지 테레 루즈","548,000원",스파클링,프랑스,피노 누아 (Pinot Noir) ,1,4,1,1
"미셸 프루니에, 부르고뉴 샤도네이","88,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,1,1
"미셸 프루니에, 오세-뒤레스 블랑","144,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"미셸 프루니에, 오세-뒤레스 블랑 비에 비뉴","160,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"미셸 프로니에, 뫼르소 레 끌루","192,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,3,1
"미셸 프루니에, 부르고뉴 피노 누아","88,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,2,2,2
"미셸 프루니에, 오뜨 꼬뜨 드 본","100,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,2,3,2
"미셸 프루니에, 쇼레 레 본 레 보몽","120,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,2,2,2
"미셸 프루니에, 오세 뒤레스 프리미에 크뤼 끌로 뒤 발","180,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,2,2,2
"미셸 프루니에, 포마르 레 비뇨","192,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,2,2,2
"미셸 프루니에, 볼네이 프리미에 크뤼 레 까이예레","280,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,2,3,2
"도멘 티베르, 마콩 베르제","84,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,1,1
"도멘 티베르, 푸이 퓌세 헤리티지","140,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,2,2,1
"브롤리아, 베키아 안나타","204,000원",화이트,이탈리아,코르테제 (Cortese) ,1,3,1,1
"브롤리아, 르 페르니치","58,000원",레드,이탈리아,피노 누아 (Pinot Noir) ,1,2,2,2
"안티카 테라, 세라스 피노 누아","400,000원",레드,미국,피노 누아 (Pinot Noir) ,1,2,2,2
"안티카 테라, 안티키테라 피노 누아","400,000원",레드,미국,피노 누아 (Pinot Noir) ,1,2,3,2
"코리올리스, 샤도네이","220,000원",화이트,미국,샤르도네 (Chardonnay) ,1,3,3,1
"코리올리스, 피노 누아","220,000원",레드,미국,피노 누아 (Pinot Noir) ,1,2,3,2
"코리올리스, 시라","220,000원",레드,미국,시라/쉬라즈 (Syrah/Shiraz) ,1,2,3,3
"아뮬렛 이스테이트, 모킹 버드","1,120,000원",레드,미국,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
"7 컬러즈, 브륏 샤르마","36,000원",스파클링,칠레,샤르도네 (Chardonnay) ,1,4,1,1
"스몰타운 빈야드, 더 넥스트 빅 띵","56,000원",화이트,호주,샤르도네 (Chardonnay) ,1,2,2,1
"스텔라 벨라, 샤도네이","78,000원",화이트,호주,샤르도네 (Chardonnay) ,1,3,1,1
"스텔라 벨라, 쉬라즈","78,000원",레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,2,3,3
"페르투와 모리세, 레 콰트르 떼루아 그랑 크뤼",가격정보없음,스파클링,프랑스,샤르도네 (Chardonnay) ,1,4,1,1
"페르투와 모리세, PM.03 에디션 그랑 크뤼",가격정보없음,스파클링,프랑스,샤르도네 (Chardonnay) ,1,4,1,1
"페르투와 모리세, 라네 그랑 크뤼 밀레짐",가격정보없음,스파클링,프랑스,샤르도네 (Chardonnay) ,1,4,2,1
360 루아르 소비뇽 블랑 발 데 루아르,"39,000원",화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,4,1,1
"도멘 뒤 그랑 세프, 소비뇽 블랑 뚜렌","43,000원",화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,4,1,1
"샤또 드 발라공, 소비뇽 블랑 뚜렌","43,000원",화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,4,1,1
"도멘 지로, 상세르","55,000원",화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,4,1,1
"아르망 조푸와, 즈브레 샹베르탱 끌로 프리에르","400,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 A.F 그로, 꼬르통 샤를마뉴","1,027,000원",레드,프랑스,샤르도네 (Chardonnay) ,1,3,3,2
"도멘 A.F 그로, 사비니 레 본 1er 끌로 데 게뜨","257,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 A.F 그로, 모레 생 드니 1er 레 몽 뤼장","495,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 A.F 그로, 본 1er  몽트레브노 블랑","330,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 A.F 그로, 모레 쌩 드니","294,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
크루즈 엘더 에반젤로 까리냥,가격정보없음,레드,미국,까리냥 (Carignan/Carignane) ,1,3,3,3
"도멘 A.F 그로, 리쉬부르",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 A.F 그로, 에세조",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 A.F 그로, 샹볼 뮤지니",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 A.F 그로, 브루고뉴 오뜨-꼬뜨 드 뉘",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,3
"도멘 A.F 그로, 브루고뉴 오뜨-꼬뜨 드 뉘 무이산화황",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 A.F 그로, 뉘 쌩 조르주 1er 레 쌩 조르주",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 A.F 그로, 즈브레 샹베르탱",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 브누아 엉뜨, 퓔리니 몽라셰 넥스 플로르",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,1,1
"도멘 장 루이 샤브, 쌩 조셈 끌로 플로렁땅",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,3,3
"카스텔로 라 레치아, 키안티 클라시코",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,3,3
"카스텔로 라 레치아, 키안티 클라시코 그란 셀레지오네 '브루치아냐'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,3
"카스텔로 비키오마지오, 키안티 클라시코 '구아도 알토'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,3,3
"파토리아 산 미켈레 아 토리, 키안티 클라시코 리제르바 '테누타 라 가비올라'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,3,3
"갈리올레, 키안티 클라시코 그란 셀레지오네 '갈룰레'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,3
"일 팔라지오 디 판자노, 키안티 클라시코",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,3,3
"일 팔라지오 디 판자노, 키안티 클라시코 리제르바",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,3
"일 팔라지오 디 판자노, 키안티 클라시코 그란 셀레지오네 '라 비냐 델레 밤볼레'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,3
"이스티네, 키안티 클라시코",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,3,3
"이스티네, 키안티 클라시코 리제르바 '레비녜'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,3,3
"퀘르치아 알 포지오, 키안티 클라시코 리제르바",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,4,4
"퀘르치아 알 포지오, 키안티 클라시코 그란 셀레지오네 '비냐 레 카타스테'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,4,4
"테누타 카세누오베, 키안티 클라시코 리제르바",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,0,4,3,3
"제이씨스 오운, 모리알타 피노 누아",가격정보없음,레드,호주,피노 누아 (Pinot Noir) ,1,3,2,2
"라이징, 야라 밸리 샤도네이",가격정보없음,화이트,호주,샤르도네 (Chardonnay) ,1,3,1,1
"라이징, 야라밸리 피노 누아",가격정보없음,레드,호주,피노 누아 (Pinot Noir) ,1,3,2,2
"귀냉, 나뚜르 다 브뤼 나뚜르",가격정보없음,스파클링,프랑스,피노 누아 (Pinot Noir) ,1,4,1,1
"도멘 드 뜨로띠에르, 크레망 르와르 앤 셍스 브뤼 나뚜르",가격정보없음,스파클링,프랑스,샤르도네 (Chardonnay) ,1,4,1,1
"콘트라토, 블랑 드 블랑",가격정보없음,스파클링,이탈리아,샤르도네 (Chardonnay) ,1,3,1,1
"보르고 마라그리아노, 프란체스코 갈리아노 블랑 드 블랑",가격정보없음,스파클링,이탈리아,샤르도네 (Chardonnay) ,1,3,1,1
"카드갈, 아스티 스푸만테",가격정보없음,스파클링,이탈리아,모스카토  (Moscato ) ,3,3,1,1
"칸티네 콰트로 밸리 SRL, 보르고 풀비아 돌체",가격정보없음,스파클링,이탈리아,모스카토  (Moscato ) ,3,3,1,1
"칸티네 콰트로 밸리 SRL, 보르고 풀비아 브뤼",가격정보없음,스파클링,이탈리아,샤르도네 (Chardonnay) ,1,3,1,1
"칸티네 콰트로 밸리 SRL, 보르고 풀비아 로사토",가격정보없음,스파클링,이탈리아,피노 네로 (Pinot Nero) ,1,3,1,1
엄블리 드 프랑 라뛰그 쌩떼밀리옹 그랑 크뤼,가격정보없음,레드,프랑스,메를로 (Merlot) ,1,3,4,3
"도멘 데 뜨로띠에르, 앙주 샹 데 로즈",가격정보없음,레드,프랑스,카베르네 프랑 (Cabernet Franc) ,1,3,4,5
"도멘 데 뜨로띠에르, 앙쥬",가격정보없음,레드,프랑스,카베르네 프랑 (Cabernet Franc) ,1,3,4,5
"도멘 데 뜨로띠에르, 쉐닌 클레어 드 룬",가격정보없음,화이트,프랑스,슈냉 블랑 (Chenin Blanc) ,1,3,1,1
"도멘 데 라 꽁브, 뮈스까데 세버 에 맨 쉬르 리",가격정보없음,화이트,프랑스,뮈스카데 (Muscadet) ,3,3,1,1
"도멘 데 호슈 네브, 끌로 드 르셀리에 소뮤르 샹피니",가격정보없음,레드,프랑스,카베르네 프랑 (Cabernet Franc) ,1,3,4,4
"도멘 데 호슈 네브, 레 메모아 소뮤르 샹피니",가격정보없음,레드,프랑스,카베르네 프랑 (Cabernet Franc) ,1,3,4,4
"도멘 데 호슈 네브, 소뮤르 샹피니 뀌베 프뤼",가격정보없음,레드,프랑스,카베르네 프랑 (Cabernet Franc) ,1,3,4,4
"도멘 앙리 마니앵, 지브리 샴베르탱 비에이 빈",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 앙리 마니앵, 지브리 샹베르탱 프르미에 크뤼 레 까지띠에",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 앙리 마니앵, 지브리 샹베르탱 프르미에 크뤼 라보 쌩 쟈크",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 갈로아, 지브리 샹베르탱 프르미에 크뤼 꽁브 아 모아",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 갈로아, 부르고뉴 블랑",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,1,1
"도멘 제로므 쉐죠, 뉘 쌩 조르쥬 오 쌩 쥴리앙",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 카롤린 모레이, 샤샤뉴 몽라쉐 샹브레",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 카롤린 모레이, 본 프르미에 크뤼 그레브 블랑",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,1,1
"도멘 카롤린 모레이, 샤샤뉴 몽라쉐 샹 냥",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 카롤린 모레이, 본 프르미에 크뤼 그레브 루지",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 쟝 마르 & 토마스 보울리, 부르고뉴 알리고떼",가격정보없음,화이트,프랑스,알리고테 (Aligote) ,1,3,1,1
"도멘 쟝 마르 & 토마스 보울리, 본 프르미에 크뤼  '흐베시'",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 쟝 마르 & 토마스 보울리, 볼네",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 쟝 마르 & 토마스 보울리, 볼네 비에이 빈",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 쟝 마르 & 토마스 보울리, 볼네 '끌로 드 라 까브'",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 쟝 마르 & 토마스 보울리, 뽀마르",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 쟝 마르 부아이요, 샤샤뉴 몽라쉐",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,0,1
"도멘 쟝 마르 부아이요, 뫼르소",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 쟝 마르 부아이요, 부르고뉴 루지",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,2,2
"도멘 쟝 마르 부아이요, 볼네",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 파비앙 코쉬, 부르고뉴 알리고테",가격정보없음,화이트,프랑스,알리고테 (Aligote) ,1,3,1,1
"도멘 파비앙 코쉬, 부르고뉴 코트 도르 샤도네이",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,1,1
"도멘 파비앙 코쉬, 쌩 호망",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,1,1
"도멘 파비앙 코쉬, 쌩 또방 레 콤브 프르미에 크뤼",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 파비앙 코쉬, 뫼르소 '레 시발리에'",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 파비앙 코쉬, 뫼르소 구떼 도르 프르미에 크뤼",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 파비앙 코쉬, 뫼르소 페리에 프르미에 크뤼",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 파비앙 코쉬, 풀리니 몽라쉐 프르미에 크뤼 레 플라티에",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 파비앙 코쉬, 부르고뉴 코트 도르 루지",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,2,2
"도멘 로렌존, 몽따니 프르미에 크뤼 르 몽 로랑",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 로렌존, 부르고뉴 끌로 알프레드 블랑",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,1,1
"도멘 구펜스 하이넨, 마꽁 피에르끌로 뜨리 데 샤빈",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 구펜스 하이넨, 마꽁 피에르끌로 쥴리에트 엣 레 비에이 드 샤빈느",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 구펜스 하이넨, 쌩 베랑 프르미에 쥬",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 구펜스 하이넨, 뿌이이 휘세 크루 엣 쁘띠 끄루",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"도멘 쟝 포이야드, 모르공 뀌베 엘레",가격정보없음,레드,프랑스,가메이 (Gamay) ,1,3,2,2
"도멘 쟝 포이야드, 모르공 에포님",가격정보없음,레드,프랑스,가메이 (Gamay) ,1,3,3,2
"도멘 쟝 포이야드, 퀴베 3.14",가격정보없음,레드,프랑스,가메이 (Gamay) ,1,3,3,2
"도멘 스테판 오지에, 쌩 죠셈 '리 파사지' 루지",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
"앙드레 페레, 꽁드리외 '끌로 샹송'",가격정보없음,화이트,프랑스,비오니에 (Viognier) ,1,3,2,1
"도멘 헤르미지에레, 콜린 호다니엔",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
"도멘 카스텔누, 레 론스 샤도네이",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,1,1
"도멘 카스텔누, 이톤도아 데 피",가격정보없음,레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,3
"메종 베르제, 뱅 드 프랑스 블랑 비오니에",가격정보없음,화이트,프랑스,비오니에 (Viognier) ,1,0,1,1
"메종 베르제, 뱅 드 프랑스 블랑 샤도네이",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,1,1
"쟈코모 콘테르노, 바롤로 '몬포르티노'",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,3,3
"쟈코모 콘테르노, 바르베라 달바 '비나 프란치아'",가격정보없음,레드,이탈리아,바르베라 (Barbera) ,1,3,3,3
"네르비, 가티나라",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,3,3
"네르비, 가티나라 비냐 몰시노",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,3,3
"네르비, 가티나라 비나 발페라나",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,3,3
"마테오 꼬레지아, 로에로 리제르바 로케 담세",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,3,3
"마테오 꼬레지아, 로에로 라 발 데이 프레티",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,3,3
"마테오 꼬레지아, 로에로 아네이스 라 발 데이 프레티",가격정보없음,화이트,이탈리아,아르네이스 (Arneis) ,1,3,1,1
"엘리오 알타레, 바롤로 까누비",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,3,3
"엘리오 알타레, 바롤로 우노페루노",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,3,3
파울로 콘테르노 바롤로 '지네스트라 리제르바',가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,3,3
"파울로 콘테르노, 바롤로 '지네스트라'",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,3,3,3
"코센티노, 시가 콜롬비아 밸리 까베르네 소비뇽 ",가격정보없음,레드,미국,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
