,품종_가르가네가(Garganega),품종_가르나차(Garnacha),품종_가르나차(Garnatxa),품종_가르나차 틴토레라(Garnacha Tintorera),품종_가메이(Gamay),품종_게뷔르츠트라미너(Gewurztraminer),품종_고데요(Godello),품종_그레케토 비앙코(Grechetto Bianco),품종_그레코 비앙코(Greco Bianco),품종_그로 만생(Gros Manseng),품종_그뤼너 벨트리너(Gruner Veltliner),품종_그르나슈(Grenache),품종_그르나슈 블랑(Grenache Blanc),품종_그릴로(Grillo),품종_글레라(Glera),품종_까넬리 모스카토(Canelli Moscato),품종_까리냥(Carignan/Carignane),품종_까리네나(Carinena),품종_나스세따(Nascetta),품종_네그로아마로(Negroamaro),품종_네렐로 마스칼레제(Nerello Mascalese),품종_네로 다볼라(Nero d'Avola),품종_네로 디 트로이아(Nero di Troia),품종_네비올로(Nebbiolo),품종_돈펠더(Dornfelder),품종_돌체토(Dolcetto),품종_따나(Tannat),품종_라그레인(Lagrein),품종_라보소(Raboso),품종_라크리마(Lacrima),품종_람브루스코(Lambrusco),품종_레불라(Rebula),품종_레포스코(Refosco),품종_로트기플러(Rotgipfler),품종_루산느(Roussanne),품종_리바너(Rivaner),품종_리볼라 지알라(Ribolla Gialla),품종_리슬링(Riesling),품종_리켓사이텔리(Rkatsiteli),품종_마르산느(Marsanne),품종_마르제미노(Marzemino),품종_마카베오(Macabeo),품종_만조니 모스카토(Manzoni Moscato),품종_말바시아(Malvasia),품종_말바시아 디 스키에라노(Malvasia di Schierano),품종_말바시아 이스트리아나(Malvasia Istriana ),품종_말벡(Malbec),품종_머루(Wild Grape),품종_메를로(Merlot),품종_멘시아(Mencia),품종_모나스트렐(Monastrell),품종_모스카텔(Moscatel),품종_모스카텔 드 세투발(Moscatel de Setubal),품종_모스카토(Moscato ),품종_모스카토 로사(Moscato Rosa),품종_모스카토 비앙코(Moscato Bianco),품종_모스카토 지알로(Moscato Giallo),품종_모스코필레로(Moschofilero),품종_모작(Mauzac),품종_몬테풀치아노(Montepulciano),품종_무르베드르(Mourvedre),품종_뮈스까(Muscat),품종_뮈스까 까넬리(Muscat Canelli),"품종_뮈스까 베일리 에이, 엠비에이(Muscat Bailey A , MBA)",품종_뮈스까 오또넬(Muscat Ottonel),품종_뮈스까 오브 알렉산드리아(Muscat of Alexandria),품종_뮈스까델(Muscadelle),품종_뮈스카데(Muscadet),품종_뮐러 트루가우(Muller Thurgau),품종_믈롱 드 부르고뉴(Melon de Bourgogne),품종_바르베라(Barbera),품종_바이스부르군더(Weissburgunder),품종_발디기에(Valdiguie),품종_베르나키아(Vernaccia),품종_베르데호(Verdejo),품종_베르디키오 비앙코(Verdicchio Bianco),품종_베르멘티노(Vermentino),품종_벨쉬리슬링(Welschriesling),품종_보나르다(Bonarda),품종_보발(Bobal),품종_봄비노 비앙코(Bombino Bianco),품종_부사(富士)(Apple Busa),품종_브라케토(Brachetto),품종_브루넬로(Brunello),품종_블라우프랜키쉬(Blaufrankisch),품종_비달(Vidal),품종_비오니에(Viognier),품종_비우라(Viura),품종_쁘띠 베르도(Petit Verdot),품종_쁘띠 시라(Petite Sirah),품종_사그란티노(Sagrantino),품종_사바냥(Savagnin),품종_사바티아노(Savatiano),품종_사페라비(Saperavi),품종_산지오베제(Sangiovese),품종_산지오베제 그로쏘(Sangiovese Grosso),품종_생로랑(St. Laurent),품종_샤르도네(Chardonnay),품종_세미용(Semillon),품종_소비뇽 그리(Sauvignon Gris),품종_소비뇽 블랑(Sauvignon Blanc),품종_쇼이레베(Scheurebe),품종_수수마니엘로(Susumaniello),품종_슈냉 블랑(Chenin Blanc),품종_슈페트부르군더(Spatburgunder),품종_시노마브로(Xinomavro),품종_시라/쉬라즈(Syrah/Shiraz),품종_실바너(Silvaner),품종_쌩쏘(Cinsault),품종_아기오르기티코(Agiorgitiko),품종_아르네이스(Arneis),품종_아시르티코(Assyrtiko),품종_아이렌(Airen),품종_안소니카(Ansonica),품종_알레아티코(Aleatico),품종_알리고테(Aligote),품종_알리아니코(Aglianico),품종_알리칸테 부쉐(Alicante Bouschet),품종_알바리뇨(Albarino(Alvarinho)),품종_알비요(Albillo),품종_야콧(Jakot),품종_오르테가(Ortega),품종_인졸리아(Inzolia),품종_젤렌(Zelen),품종_지비보(Zibibbo),품종_진판델(Zinfandel),품종_츠바이겔트(Zweigelt),품종_카르메네르(Carmenere),품종_카리칸테(Carricante),품종_카베르네 소비뇽(Cabernet Sauvignon),품종_카베르네 프랑(Cabernet Franc),품종_카스텔라옹(Castelao),품종_카타라토(Catarratto),품종_칸노나우(Cannonau),품종_케르너(Kerner),품종_코다 디 볼페(Coda di Volpe),품종_코르비나(Corvina),품종_코르테제(Cortese),품종_코슈(Koshu),품종_콜로리노(Colorino),품종_콩코드(Concord),품종_쿄호(거봉)(Kyoho),품종_테롤데고(Teroldego),품종_템프라니요(Tempranillo),품종_토론테스(Torrontes),품종_토카이 프리울라노(Tocai Friulano),품종_투르비아노(Turbiano),품종_투리가 나시오날(Touriga Nacional),품종_트레비아노(Trebbiano),품종_틴타 데 또로(Tinta de Toro),품종_틴토피노(Tinto Fino ),품종_파르디나(Pardina),품종_파보리타(Favorita)(Favorita),품종_팔랑기나(Falanghina),품종_페코리노(Pecorino),품종_페테아스카 알바(Feteasca Alba),품종_푸르민트(Furmint),품종_프라파토(Frappato),품종_프레이자(Freisa),품종_프로세코(Prosecco),품종_프루놀로 젠타일(Prugnolo Gentile),품종_프리미티보(Primitivo),품종_프리울라노(Friulano),품종_플라바치 말리(Plavac Mali),품종_피노 그리(Pinot Gris),품종_피노 그리지오(Pinot Grigio),품종_피노 네로(Pinot Nero),품종_피노 누아(Pinot Noir),품종_피노 뮈니에(Pinot Meunier),품종_피노 블랑(Pinot Blanc),품종_피노 비앙코(Pinot Bianco),품종_피노타주(Pinotage),품종_피뇰레또(Pignoletto),품종_피아노(Fiano),품종_훅셀레베(Huxelrebe),당도_0,당도_1,당도_2,당도_3,당도_4,당도_5,산도_0,산도_1,산도_2,산도_3,산도_4,산도_5,바디_0,바디_1,바디_2,바디_3,바디_4,바디_5,타닌_0,타닌_1,타닌_2,타닌_3,타닌_4,타닌_5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
